,Unnamed: 0,CID,Activity_Outcome,Activity_Score,Ratio_Potency_(uM),MW,Polar_Area,Complexity,Heavy_Count,HBondDonor,HBondAcc,RotBonds,IsoSMILES
1252,1252,5284557,Active,62,0.528725,312.4,37.3,638.0,23,1,2,1,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C#C)O)C
1254,1254,26133,Active,59,0.0495824,432.5,101.0,817.0,31,2,6,6,CCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)C(=O)CO
1270,1270,32798,Active,47,5.05429,467.0,80.7,929.0,32,1,6,5,CCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)CCl
1292,1292,5362123,Active,48,22.1476,460.9,95.9,619.0,32,3,6,10,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CCC3=CC=CC=C3N(C2=O)CC(=O)O.Cl
1301,1301,13789,Active,59,0.7003689999999999,340.5,43.4,719.0,25,0,3,0,C[C@]12CCC(=O)C=C1C=C[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@]45CCC(=O)O5)C
1338,1338,6975516,Active,46,21.3138,396.5,60.9,585.0,29,0,6,8,CCOC(=O)O[C@@H]([C@@H]1C[C@@H]2CCN1C[C@@H]2C=C)C3=C4C=C(C=CC4=NC=C3)OC
1343,1343,60198,Active,68,0.600704,296.4,34.1,653.0,22,0,2,0,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC(=C)C4=CC(=O)C=C[C@]34C
1378,1378,222786,Active,56,0.0337801,360.4,91.7,724.0,26,2,5,2,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C
1401,1401,63047,Active,61,0.0182807,476.6,101.0,957.0,34,2,7,7,CCCCC(=O)O[C@@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)CO
1423,1423,443831,Active,61,2.01215,513.5,197.0,944.0,37,6,11,3,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)O)O)(C(=O)C)O)N)O
1425,1425,13109,Active,58,0.001,312.4,37.3,609.0,23,1,2,2,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
1431,1431,11876263,Active,62,0.162927,414.6,60.4,787.0,30,0,4,5,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)COC(=O)C(C)(C)C)CCC4=CC(=O)CC[C@]34C
1464,1464,23706212,Active,46,18.2807,346.4,66.4,508.0,24,0,4,4,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)[O-].[K+]
1465,1465,9677,Active,71,0.00700369,428.6,43.4,680.0,31,0,3,10,CCCCCCCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C
1473,1473,6300,Active,66,0.23914499999999997,300.4,37.3,589.0,22,1,2,0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CCC4=CC(=O)C=C[C@]34C
1484,1484,441207,Active,53,0.0247039,764.9,183.0,1410.0,54,5,13,7,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)C)C)C)O)O
1515,1515,5876,Active,62,0.0230141,378.4,94.8,760.0,27,3,6,2,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)C[C@@H](C4=CC(=O)C=C[C@]34C)F)O
1535,1535,5877,Active,58,0.0278822,416.5,101.0,858.0,30,2,6,4,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)COC(=O)C)O
1656,1656,68947,Active,78,0.00258222,322.9,37.3,554.0,22,1,2,0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C(C(=O)CC[C@]34C)Cl
1662,1662,155143,Active,71,0.025822199999999997,442.7,43.4,724.0,32,0,3,10,CCCCCCCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C
1665,1665,60605,Active,46,22.1476,395.4,72.9,691.0,28,2,9,3,C[C@@H]1CN(C[C@@H](N1)C)C2=C(C3=C(C(=C2F)F)C(=O)C(=CN3C4CC4)C(=O)O)F
1740,1740,165457,Active,49,22.5767,361.4,133.0,371.0,26,5,8,3,CCOC1=CC2=C(C3=C(C=C(C=C3)N)N=C2C=C1)N.CC(C(=O)O)O.O
1775,1775,46861540,Active,60,11.5344,460.8,78.9,479.0,29,4,8,4,CN1CCC(CC1)NC2=NC=C3C(=N2)C(=NC=N3)NC4=CC(=C(C=C4)F)Cl.Cl.Cl
1776,1776,16683761,Active,52,7.13938,338.52,49.7,106.0,11,2,3,3,B(O)(O)O[Hg]C1=CC=CC=C1
1795,1795,443884,Active,46,20.5113,325.4,68.4,535.0,24,3,3,3,C[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C
1813,1813,92786,Active,50,1.34481,318.5,37.3,500.0,23,1,2,1,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@H](C4)O)C)C
1830,1830,443939,Active,55,0.194664,580.0,206.0,977.0,40,7,12,5,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl
1869,1869,11273,Active,59,0.41998100000000005,302.4,54.4,590.0,22,1,3,0,C[C@]12CCC(=O)C(=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O
1872,1872,28417,Active,58,0.0160903,337.5,46.3,677.0,25,1,3,1,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC5=C(C[C@]34C)C=NO5
1873,1873,9782,Active,64,0.00227281,392.5,94.8,805.0,28,3,6,2,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C
1874,1874,20469,Active,63,0.0119856,408.9,94.8,805.0,28,3,5,2,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)Cl)C
1887,1887,3109,Active,51,2.485,252.3,102.0,199.0,16,0,4,3,C1=CC=[N+](C(=C1)SSC2=CC=CC=[N+]2[O-])[O-]
1907,1907,65784,Active,46,23.0141,173.17,77.8,216.0,12,2,4,1,CC(=O)N1C[C@@H](C[C@H]1C(=O)O)O
1923,1923,11033,Active,49,11.5344,215.23,124.0,301.0,14,3,4,2,C1=CC(=CC=C1N)S(=O)(=O)NC(=O)N
1932,1932,71339,Active,49,7.85827,350.4,128.0,609.0,24,1,6,3,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1SC3CN4C=NC=[N+]4C3)C(=O)[O-])[C@@H](C)O
1955,1955,56649463,Active,50,4.41903,462.9,95.8,889.0,31,4,8,2,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C(=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C)Cl)F.O
1960,1960,68873,Active,73,0.0301065,366.5,43.4,828.0,27,0,3,0,C[C@]12CCC(=O)C=C1[C@@H]3C[C@@H]3[C@@H]4[C@@H]2CC[C@]5([C@H]4[C@@H]6C[C@@H]6[C@@]57CCC(=O)O7)C
1963,1963,444025,Active,49,0.364749,466.9,99.1,882.0,32,1,7,7,CCOC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)C(=O)OCCl
1975,1975,3033968,Active,56,0.000648625,310.4,37.3,648.0,23,1,2,2,CC[C@]12CC[C@H]3[C@H]([C@@H]1C=C[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
1978,1978,65947,Active,58,1.19856,461.5,125.0,931.0,32,1,11,4,CC1N2C3=CC(=C(C=C3C(=O)C(=C2S1)C(=O)O)F)N4CCN(CC4)CC5=C(OC(=O)O5)C
1991,1991,444008,Active,64,0.00379019,312.4,37.3,636.0,23,1,2,1,C[C@@H]1CC2=C(CCC(=O)C2)[C@@H]3[C@@H]1[C@@H]4CC[C@]([C@]4(CC3)C)(C#C)O
1996,1996,518605,Active,50,5.35378,395.68,55.4,84.8,10,0,6,0,O1[As]2O[As]3O[As]1O[As](O2)O3
1998,1998,454216,Active,49,6.740010000000001,723.6,215.0,1350.0,51,5,16,11,CCCCC(=O)OCC(=O)[C@]1(C[C@@H](C2=C(C1)C(=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4OC)O)O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O)NC(=O)C(F)(F)F)O
2065,2065,9270,Active,53,0.039384699999999995,384.5,52.6,758.0,28,0,4,5,CC(=O)O[C@H]1CC[C@@H]2[C@H]3CC[C@]4([C@H]([C@@H]3CCC2=C1)CC[C@]4(C#C)OC(=O)C)C
2079,2079,4807,Active,48,2.6499,134.13,34.1,115.0,10,0,2,2,C1=CC=C(C(=C1)C=O)C=O
2116,2116,16682999,Active,48,6.740010000000001,395.1,77.0,222.0,14,3,6,1,C1=C(C=C2C(=C1O)O[Bi]O2)C(=O)O.O
2121,2121,446925,Active,46,19.7391,536.9,0.0,1050.0,40,0,0,16,CC(=CCC/C(=C/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C=C(/CCC=C(C)C)\\C)\\C)\\C)/C)/C)/C)C
2123,2123,157355,Active,47,8.01052,344.31,201.0,343.0,23,9,11,8,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O
2161,2161,441351,Active,51,8.81713,609.7,59.0,898.0,39,1,6,6,CC(=O)O[C@H]1[C@H](C[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(C[C@@H]([C@H](C4)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C.[Br-]
2166,2166,66359,Active,71,0.00301065,312.4,43.4,666.0,23,0,3,2,CC(=O)O[C@H]1CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C
2168,2168,5362376,Active,47,23.9145,445.0,108.0,539.0,29,3,7,11,CCOC1=CC=CC=C1OCCN[C@H](C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N.Cl
2174,2174,40973,Active,48,0.23914499999999997,310.5,20.2,605.0,23,1,1,2,CC[C@]12CC(=C)[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CCCC[C@H]34
2175,2175,656583,Active,49,0.15089,329.4,76.8,692.0,24,2,4,0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CC[C@]45[C@@]3(CC(=C([C@H]4O5)O)C#N)C
2176,2176,6918178,Active,52,0.952052,485.0,80.7,964.0,33,1,7,5,CCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C)C(=O)CCl
2181,2181,27812,Active,59,0.00268325,308.4,37.3,713.0,23,1,2,2,CC[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(C#C)O
2187,2187,441406,Active,65,0.0325083,486.4,147.0,836.0,32,2,8,3,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COP(=O)([O-])[O-])O)C)O.[Na+].[Na+]
2199,2199,5282164,Active,67,5.15221,602.9,55.8,1150.0,44,1,4,9,C[C@H](CCC=C(C)C)[C@H]1CC[C@@]2([C@@]1(CC[C@]34[C@H]2CC[C@@H]5[C@]3(C4)CC[C@@H](C5(C)C)OC(=O)/C=C/C6=CC(=C(C=C6)O)OC)C)C
2202,2202,153751,Active,53,0.134481,848.3,217.0,1530.0,59,5,16,10,CC[C@]1(C[C@@H](C2=C(C3=C(C=C2[C@H]1C(=O)OC)C(=O)C4=C(C3=O)C(=CC=C4)O)O)O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O[C@H]6C[C@@H]([C@@H]([C@@H](O6)C)O[C@H]7CCC(=O)[C@@H](O7)C)O)N(C)C)O.Cl
2210,2210,10634,Active,49,9.89298,290.4,40.5,470.0,21,2,2,0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CC=C4[C@@]3(CC[C@@H](C4)O)C
2218,2218,168088,Active,59,1.19856,448.4,46.5,442.0,28,1,4,8,CC[N+]1(CCCCC1)CCOC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O.[Br-]
2221,2221,13765,Active,47,2.05113,288.5,20.2,453.0,21,1,1,1,CC[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CCCC[C@H]34)C)O
2241,2241,93858,Active,47,24.85,576.5,163.0,915.0,40,3,13,4,CC1=CC=C(C=C1)S(=O)(=O)O.C1CN(CC1N)C2=C(C=C3C(=O)C(=CN(C3=N2)C4=C(C=C(C=C4)F)F)C(=O)O)F
2268,2268,23672582,Active,50,3.79019,598.6,167.0,1290.0,41,2,10,6,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COC(=O)C5=CC(=CC=C5)S(=O)(=O)[O-])O)C)O)F)C.[Na+]
2271,2271,23663985,Active,54,5.35378,528.5,154.0,738.0,35,6,12,9,CC(C)(C)C(=O)OC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2C(=O)NCC(=O)[O-].O.O.O.O.[Na+]
2296,2296,248271,Active,57,0.0325083,414.6,43.4,709.0,30,0,3,7,CCCCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(C(=CC(=O)C4)C)C)C
2297,2297,11296583,Active,49,3.3780099999999997,627.6,204.0,1120.0,45,5,13,7,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O[C@@H]6CCCCO6
2305,2305,3345,Active,48,22.1476,336.5,23.6,391.0,25,0,2,6,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
2320,2320,443936,Active,60,0.0351016,508.5,107.0,1050.0,36,1,9,8,CCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C(=O)COC(=O)C
2327,2327,6917715,Active,58,0.0072777,324.5,37.3,677.0,24,1,2,2,CC[C@]12CC(=C)[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
2334,2334,9568628,Active,59,0.425266,327.5,52.8,642.0,24,2,3,2,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C/C(=N/O)/CC[C@H]34
2350,2350,111332,Active,58,0.15089,386.5,80.7,808.0,28,1,5,4,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(CC=C3[C@H]2CCC4=CC(=O)CC[C@@]43C)C)O
2351,2351,231084,Active,78,0.010682200000000001,386.6,43.4,677.0,28,0,3,5,CC(C)CCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C
2369,2369,71386,Active,49,2.05113,479.0,77.5,987.0,33,0,6,6,CCCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(CC(=O)[C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)C)C)C(=O)CCl
2377,2377,31378,Active,69,0.016292700000000004,380.4,94.8,734.0,27,3,6,2,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O)F
2418,2418,68952,Active,71,0.016292700000000004,414.6,63.6,733.0,30,1,4,5,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OC(=O)CCC4CCCC4)CCC5=C(C(=O)CC[C@H]35)O
2419,2419,6999,Active,51,13.4481,329.15,20.2,89.1,9,1,1,0,C1=CC=C(C(=C1)O)[Hg]Cl
2429,2429,14708,Active,63,0.00393847,330.5,59.2,542.0,24,1,4,0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(CC5=NON=C5C4)C
2459,2459,6540478,Active,57,0.08485169999999999,369.5,58.9,744.0,27,1,4,4,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)OC(=O)C)CCC4=C/C(=N/O)/CC[C@H]34
2471,2471,6432394,Active,48,12.9339,489.0,53.3,666.0,35,1,4,9,CCOC(=O)C1(CCN(CC1)CCC(C#N)(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4.Cl
2565,2565,91670,Active,68,0.124545,478.6,80.7,943.0,34,1,7,7,CCCCC(=O)OCC(=O)[C@H]1[C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C
2572,2572,636398,Active,64,0.0230141,488.6,107.0,938.0,35,1,7,9,CCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)C(=O)COC(=O)CC
2614,2614,5284533,Active,48,4.25266,362.9,54.4,723.0,25,1,3,1,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)CC[C@]34C)Cl)C)O
2638,2638,229295,Active,53,0.197391,410.6,43.4,770.0,30,0,3,8,CCCCCCC(=O)O[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C)C#C
2640,2640,71470,Active,62,0.0379019,518.6,107.0,1060.0,37,1,8,9,CCCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)COC(=O)CC
2642,2642,21070,Active,52,2.13138,384.6,46.5,546.0,28,1,3,7,CCCCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=C3C=CC(=C4)O)C
2655,2655,5833,Active,61,0.018404499999999997,416.6,85.7,818.0,29,0,5,2,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@@]2([C@@H]3[C@@H]1[C@@H]4CC[C@]5([C@]4(CC3)C)CCC(=O)O5)C
2677,2677,5702068,Active,62,0.0379019,404.5,101.0,786.0,29,2,6,4,CC(=O)OCC(=O)[C@]1(CCC2[C@@]1(C[C@@H](C3C2CCC4=CC(=O)CC[C@]34C)O)C)O
2691,2691,16760141,Active,50,28.4224,639.8,116.0,1340.0,46,2,9,3,C[C@@H]\\1C/C(=C/C[C@@H]2C[C@@H](C[C@@]3(O2)C/C(=N/OC)/[C@@H]([C@H](O3)/C(=C/C(C)C)/C)C)OC(=O)[C@@H]4C=C([C@H]([C@@H]5[C@]4(/C(=C/C=C1)/CO5)O)O)C)/C
2703,2703,8225,Active,54,2.21476,384.5,52.6,601.0,28,0,4,6,CCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=C3C=CC(=C4)OC(=O)CC)C
2706,2706,14743,Active,84,0.00870756,420.6,43.4,747.0,31,0,3,5,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OC(=O)CCC4=CC=CC=C4)CCC5=CC(=O)CC[C@]35C
2718,2718,60196346,Active,56,0.21313800000000002,432.5,101.0,952.0,31,2,7,4,CC(=O)OCC(=O)[C@]1(C(=C)CC2[C@@]1(C[C@@H]([C@]3(C2CCC4=CC(=O)C=C[C@@]43C)F)O)C)O
2720,2720,443928,Active,54,2.05113,434.5,101.0,895.0,31,2,7,4,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@H]3[C@H](C[C@@]2([C@]1(C(=O)COC(=O)C)O)C)O)C)F
2734,2734,5994,Active,72,0.03266,314.5,34.1,589.0,23,0,2,1,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C
2735,2735,6446,Active,65,0.08432039999999999,336.4,57.5,630.0,24,2,4,0,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3CC[C@]4(C)O)C)O)F
2737,2737,6010,Active,81,0.00504666,302.5,37.3,550.0,22,1,2,0,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C
2742,2742,9904,Active,79,0.00165644,274.4,37.3,466.0,20,1,2,0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@H]34
2743,2743,21700,Active,64,0.0337801,521.0,107.0,1050.0,36,1,7,8,CCC(=O)OCC(=O)[C@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)Cl)O)C)C)OC(=O)CC
2752,2752,16961,Active,52,2.55668,516.4,147.0,962.0,34,2,9,3,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COP(=O)([O-])[O-])O)C)O)F)C.[Na+].[Na+]
2784,2784,3034658,Active,75,0.00578088,364.4,74.6,717.0,26,2,5,1,CC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H](C3([C@H]2CCC4=CC(=O)CC[C@@]43C)F)O)C)O
2833,2833,65953,Active,49,15.6793,457.3,117.0,764.0,30,2,7,9,CC1=C(C(C(=C(N1)COC(=O)N)C(=O)OC(C)C)C2=C(C(=CC=C2)Cl)Cl)C(=O)OC
2835,2835,443947,Active,51,2.13138,302.5,37.3,508.0,22,1,2,1,CC[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]2([C@H]1O)C
2882,2882,229455,Active,77,0.01028,406.6,43.4,703.0,30,0,3,5,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OC(=O)CCC4=CC=CC=C4)CCC5=CC(=O)CC[C@H]35
2883,2883,21800,Active,61,0.040147699999999995,504.6,107.0,1050.0,36,1,8,8,CCC(=O)OCC(=O)[C@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)OC(=O)CC
2892,2892,10041070,Active,59,0.916208,310.4,37.3,665.0,23,1,2,2,C[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(CC=C)O
2901,2901,5832,Active,60,0.0129418,340.5,43.4,695.0,25,0,3,3,CC(=O)O[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C)C#C
2905,2905,6526396,Active,46,7.00369,557.6,235.0,976.0,37,2,14,13,CC(C)OC(=O)OC(C)OC(=O)C1=C(CS[C@H]2N1C(=O)[C@H]2NC(=O)/C(=N\\OC)/C3=CSC(=N3)N)COC
2909,2909,5311051,Active,47,3.79019,410.9,74.6,808.0,28,2,5,2,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CCl)O)C)O)F)C
2918,2918,10631,Active,75,0.000785827,344.5,54.4,664.0,25,1,3,1,C[C@H]1C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)O)C)[C@@]4(C1=CC(=O)CC4)C
2919,2919,192826,Active,49,8.81713,504.4,269.0,641.0,34,11,16,7,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O)CO)CO)O)O)O)O
2920,2920,656804,Active,56,0.441903,460.5,138.0,950.0,33,3,8,7,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)COC(=O)CCC(=O)O)O)CCC4=CC(=O)C=C[C@]34C)O
2932,2932,65359,Active,61,0.05780880000000001,612.6,368.0,879.0,40,10,16,21,C(CC(=O)N[C@@H](CSSC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N)C(=O)NCC(=O)O)[C@@H](C(=O)O)N
2933,2933,10633,Active,67,0.00535378,304.5,37.3,500.0,22,1,2,0,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C
2940,2940,443753,Active,47,18.2807,476.5,219.0,233.0,31,6,10,10,CC(C)(CO)[C@H](C(=O)NCCC(=O)[O-])O.CC(C)(CO)[C@H](C(=O)NCCC(=O)[O-])O.[Ca+2]
2947,2947,19571,Active,54,2.39145,328.4,46.5,490.0,24,1,3,3,CCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=C3C=CC(=C4)O)C
2962,2962,23673837,Active,49,11.9856,444.6,118.0,546.0,29,0,7,18,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].[Na+]
2967,2967,60496,Active,49,15.6793,567.1,163.0,830.0,38,3,10,11,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN.C1=CC=C(C=C1)S(=O)(=O)O
2970,2970,5745,Active,58,0.0253315,402.5,97.7,827.0,29,1,6,4,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(CC(=O)[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O
2976,2976,6301,Active,47,9.89298,228.07,33.1,214.0,14,1,2,0,CC1=NC2=C(C=C1)C(=CC(=C2O)Cl)Cl
2985,2985,16158,Active,61,0.0648625,494.6,101.0,1030.0,35,2,8,5,C[C@@H]1C[C@H]2C3C[C@@H](C4=CC(=O)C=CC4([C@]3([C@H](CC2([C@]1(C(=O)COC(=O)C(C)(C)C)O)C)O)F)C)F
2986,2986,23694214,Active,58,0.145209,484.5,141.0,915.0,34,2,8,7,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COC(=O)CCC(=O)[O-])O)C)O.[Na+]
